Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
OrangeHRM,,,2018-08-13 16:23:48,2018-08-13 16:24:13,24.832s,FAILED
,,,,,,
Test Cases/OrangeHRM/Search,,,2018-08-13 16:23:49,2018-08-13 16:24:10,21.369s,FAILED
openBrowser,,,2018-08-13 16:23:49,2018-08-13 16:24:10,20.967s,FAILED
,,,,,,
Test Cases/OrangeHRM/ValidLogin,,,2018-08-13 16:24:10,2018-08-13 16:24:13,2.831s,FAILED
openBrowser,,,2018-08-13 16:24:11,2018-08-13 16:24:13,2.621s,FAILED
